StartOfMonth,Address_State,Scam___Contact_Mode,Complainant_Age,Complainant_Gender,Category_Level_2,Category_Level_3,Amount_lost,Number_of_reports
2020-01-01,Victoria,Text message,Under 18,Male,Attempts to gain your personal information,Phishing,$58.00,2
2020-02-01,Tasmania,Text message,25 - 34,Male,Attempts to gain your personal information,Phishing,$68.00,2
2020-06-01,Tasmania,Phone call,55 - 64,Male,Attempts to gain your personal information,Phishing,$5000.00,2
2020-06-01,Outside of Australia,Email,35 - 44,Male,Attempts to gain your personal information,Phishing,$1150.00,4
2020-01-01,Outside of Australia,Email,25 - 34,Male,Attempts to gain your personal information,Phishing,$6000.00,5
2020-05-01,Outside of Australia,Email,25 - 34,Male,Attempts to gain your personal information,Phishing,$5.00,3
2020-01-01,Australian Capital Territory,Email,25 - 34,Male,Attempts to gain your personal information,Phishing,$500.00,3
2020-04-01,Australian Capital Territory,Email,25 - 34,Male,Attempts to gain your personal information,Phishing,$300.00,4
2020-01-01,South Australia,Email,25 - 34,Female,Attempts to gain your personal information,Phishing,$775.00,6
2020-05-01,Australian Capital Territory,Email,25 - 34,Female,Attempts to gain your personal information,Phishing,$2640.00,4
2020-03-01,Victoria,Email,18 - 24,Male,Attempts to gain your personal information,Phishing,$500.00,5
2020-03-01,Western Australia,Email,18 - 24,Female,Attempts to gain your personal information,Phishing,$1900.00,4
2020-02-01,Queensland,Email,18 - 24,Male,Attempts to gain your personal information,Phishing,$570.00,3
2020-04-01,Queensland,Email,18 - 24,Male,Attempts to gain your personal information,Phishing,$850.00,3
2020-06-01,Queensland,Email,18 - 24,Male,Attempts to gain your personal information,Phishing,$480.00,4
2020-02-01,Queensland,Email,18 - 24,Female,Attempts to gain your personal information,Phishing,$70.00,4
2020-05-01,Queensland,Email,18 - 24,Female,Attempts to gain your personal information,Phishing,$1500.00,6
2020-03-01,Australian Capital Territory,Email,18 - 24,Female,Attempts to gain your personal information,Phishing,$12960.00,2
2020-02-01,New South Wales,Mobile apps,25 - 34,Female,Attempts to gain your personal information,Phishing,$1188.00,3
2020-02-01,New South Wales,Mobile apps,Unspecified,Male,Attempts to gain your personal information,Phishing,$2000.00,2
2020-03-01,New South Wales,Mobile apps,Unspecified,Male,Attempts to gain your personal information,Phishing,$1241.00,2
2020-01-01,New South Wales,Internet,Unspecified,Female,Attempts to gain your personal information,Phishing,$99.00,2
2020-03-01,New South Wales,Internet,Unspecified,Female,Attempts to gain your personal information,Phishing,$286.00,2
2020-03-01,New South Wales,Internet,18 - 24,Male,Attempts to gain your personal information,Phishing,$1054.00,2
